,Date,Year,Stream,Watershed,Site.Code,Tier,Reach,Reach.1,Pair.ID.1,Pair.ID,Survey.Type,Unit,Unit.1,SWFW,SWFW.1,Distance,DistFromEnd,Length,Area,N,N.1,S,S.1,E,E.1,W,W.1,CC,CC.1,Stream.Grad ,Unit.Grad.1,Unit.Gradient.2,Ave.Grad,RB.VW,LB.VW,Total.Width,RB.slope,LB.slope,Ave.Slope,Clay,Fines,Sand,Gravel,Pebble,Cobble,Boulder,SWD,LWD,WW.1,Depth1.1,Depth1.2,Depth1.3,Over.1,WW.2,Depth2.1,Depth2.2,Depth2.3,Over.2,WW.3,Depth3.1,Depth3.2,Depth3.3,Over.3,Ave.Depth,Ave.WW,Per.Over,Prop.Over,Per.Clay,Prop.Clay,Per.Fines,Prop.Fines,Per.Sand,Prop.Sand,Per.Gravel,Prop.Gravel,Per.Pebble,Prop.Pebble,Per.Cobble,Prop.Cobble,Per.Boulder,Prop.Boulder,Per.SWD,Prop.SWD,Per.LWD,Prop.LWD,Per.Wood,Prop.Wood,Per.Sed,Prop.Sed,Per.Coarse,Prop.Coarse,Easting,Northing,Datum,Error,Notes
0,6/20/2016,2016,Streelow,1,ST1_TE6_117,1,TE6,TE6,1,8,GSR,117,117,,,117,1033,,0,,,,,,,,,,,,7.8,0,3.9,,,,,,,0,0,0,2,7,0,0,2,0,102,39,37,37,50,90,15,13,17,90,62,2,5,4,5,18.78,84.67,57.09,0.57,0.00,0.000000,0.00,0.00000,0.00,0.00,18.18,0.18,63.64,0.64,0.00,0.00,0.00,0.00,18.18,0.18,0.00,0.00,18.36,0.18,0.00,0.0000000010,63.64,0.63636,,,,,
0,6/26/2016,2016,Streelow,1,ST1_TE6_143,1,TE6,TE6,1,8,GSR,143,143,,,143,1007,,0,,,,,,,,,,,,0.45,,0.45,,,,,,,0,0,6,0,0,0,0,10,0,84,3,1,3,26,48,9,4,4,15,40,4,6,1,39,3.89,57.33,46.51,0.47,0.00,0.000000,0.00,0.00000,37.50,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.63,0.00,0.00,63.13,0.63,37.50,0.3750000000,0.00,0.00,,,,,
0,6/20/2016,2016,Streelow,1,ST1_TE6_180,1,TE6,TE6,1,8,GSR,180,180,,,180,970,,0,,,,,,,,,,,,1.1,,1.1,,,,,,,0,0,3,15,3,0,0,4,0,109,5,8,6,79,122,5,5,2,57,45,7,3,3,14,4.89,92.00,54.35,0.54,0.00,0.000000,0.00,0.00000,12.00,0.12,60.00,0.60,12.00,0.12,0.00,0.00,0.00,0.00,16.00,0.16,0.00,0.00,16.16,0.16,12.00,0.1200000000,12.00,0.12000,,,,,
0,6/20/2016,2016,Streelow,1,ST1_TE6_200,1,TE6,TE6,1,8,GSR_SSS,200,200,,,200,950,,0,0,17,1,16,1,16,1,16,100.00,95.50,2,0,,0,7,13,20,18,17,17.5,0,6,5,17,1,0,0,4,0,100,8,13,2,70,138,12,13,13,80,100,3,5,12,40,9.00,112.67,56.21,0.56,0.00,0.000000,18.18,0.18182,15.15,0.15,51.52,0.52,3.03,0.03,0.00,0.00,0.00,0.00,12.12,0.12,0.00,0.00,12.24,0.12,33.52,0.3351515152,3.03,0.03030,,,,,"goes subsurface right after, then pockets, obvious stream channel"
0,6/21/2016,2016,Streelow,1,ST1_TE6_250,1,TE6,TE6,1,8,GSR_SSS,250,250,,,250,900,,0,1,16,0,17,0,17,1,16,98.53,97.00,1,0.45,,0.45,6,15,21,9,14,11.5,0,0,13,10,1,0,0,2,0,140,2,6,3,44,75,4,5,2,44,54,7,4,2,0,3.89,89.67,32.71,0.33,0.00,0.000000,0.00,0.00000,50.00,0.50,38.46,0.38,3.85,0.04,0.00,0.00,0.00,0.00,7.69,0.08,0.00,0.00,7.77,0.08,50.00,0.5000000000,3.85,0.03846,,,,,
0,6/21/2016,2016,Streelow,1,ST1_TE6_270,1,TE6,TE6,1,8,GSR,270,270,,,270,880,,0,,,,,,,,,,,,6.6,0,3.3,,,,,,,0,3,5,13,2,0,0,1,0,87,7,9,7,20,80,13,14,11,10,98,15,16,10,20,11.33,88.33,18.87,0.19,0.00,0.000000,12.50,0.12500,20.83,0.21,54.17,0.54,8.33,0.08,0.00,0.00,0.00,0.00,4.17,0.04,0.00,0.00,4.21,0.04,33.46,0.3345833333,8.33,0.08333,,,,,whole unit covered by salmon berry
0,6/20/2016,2016,Streelow,1,ST1_TE6_3,1,TE6,TE6,1,8,GSR,3,3,,,3,1147,,0,,,,,,,,,,,,1.3,,1.3,,,,,,,0,12,0,0,0,0,0,2,0,50,1,1,3,0,39,3,8,4,0,74,1,4,3,0,3.11,54.33,0.00,0.00,0.00,0.000000,85.71,0.85714,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.14,0.00,0.00,14.43,0.14,86.57,0.8657142857,0.00,0.00,,,,,"low gradient and mucky, lots of downed wood; reach starts right after a road"
0,6/20/2016,2016,Streelow,1,ST1_TE6_30,1,TE6,TE6,1,8,GSR,30,30,,,30,1120,,0,,,,,,,,,,,,1,2.15,1.575,,,,,,,0,1,8,7,0,0,0,0,0,75,3,5,4,75,27,4,7,7,27,73,5,6,5,73,5.11,58.33,100.00,1.00,0.00,0.000000,6.25,0.06250,50.00,0.50,43.75,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.31,0.5631250000,0.00,0.00,,,,,
0,6/21/2016,2016,Streelow,1,ST1_TE6_329,1,TE6,TE6,1,8,GSR,329,329,,,329,821,,0,,,,,,,,,,,,1.5,,1.5,,,,,,,0,0,4,16,0,0,0,2,0,88,8,13,12,20,78,5,5,2,15,80,3,2,1,45,5.67,82.00,32.52,0.33,0.00,0.000000,0.00,0.00000,18.18,0.18,72.73,0.73,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.09,0.00,0.00,9.18,0.09,18.18,0.1818181818,0.00,0.00,,,,,
0,6/21/2016,2016,Streelow,1,ST1_TE6_330,1,TE6,TE6,1,8,GSR,330,330,,,330,820,,0,,,,,,,,,,,,0,3.8,1.9,,,,,,,3,0,0,10,0,0,0,0,0,43,15,0,7,43,51,5,1,1,30,41,2,8,8,0,5.22,45.00,54.07,0.54,0.23,0.002300,0.00,0.00000,0.00,0.00,76.92,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.0001012331,0.00,0.00,,,,,
0,6/20/2016,2016,Streelow,1,ST1_TE6_390,1,TE6,TE6,1,8,GSR,390,390,,,390,760,,0,,,,,,,,,,,,1.9,,1.9,,,,,,,0,3,6,5,1,0,0,2,0,52,8,7,3,10,65,1,6,5,0,68,4,3,3,25,4.44,61.67,18.92,0.19,0.00,0.000000,17.65,0.17647,35.29,0.35,29.41,0.29,5.88,0.06,0.00,0.00,0.00,0.00,11.76,0.12,0.00,0.00,11.88,0.12,53.12,0.5311764706,5.88,0.05882,,,,,
0,6/21/2016,2016,Streelow,1,ST1_TE6_400,1,TE6,TE6,1,8,GSR_SSS,400,400,400-403,,400,750,3,219,0,17,1,16,0,17,1,16,100.00,97.00,,2.85,0,1.425,20,5,25,,18,18,0,8,3,7,2,0,0,1,0,60,2,4,4,4,72,6,7,8,50,87,8,10,10,60,6.56,73.00,52.05,0.52,0.00,0.000000,38.10,0.38095,14.29,0.14,33.33,0.33,9.52,0.10,0.00,0.00,0.00,0.00,4.76,0.05,0.00,0.00,4.81,0.05,52.76,0.5276190476,9.52,0.09524,,,,,"checked a trib nearby, dry"
,7/25/2016,2016,Streelow,1,ST1_TE6_450,1,TE6,TE6,1,8,GSR,450,450,,,450,700,,,,,,,,,,,,,,,,1,,,,,,,0,2,1,8,1,1,0,2,0,36,2,3,3,25,55,1,1,4,,90,17,12,12,60,6.11,60.33,46.96,0.47,0.00,0.000000,13.33,0.13333,6.67,0.07,53.33,0.53,6.67,0.07,6.67,0.07,0.00,0.00,13.33,0.13,0.00,0.00,13.47,0.13,20.00,0.2000000000,13.33,0.13333,412691,4579944,,,
0,6/26/2016,2016,Streelow,1,ST1_TE6_550,1,TE6,TE6,1,8,GSR_SSS,550,550,,,550,600,,0,1,16,3,14,1,16,1,16,98.53,91.00,4,4,,4,0,4,4,23,16,19.5,0,2,1,7,5,6,0,0,0,50,0.5,5,5,15,70,9,7,5,10,95,17,16,8,45,8.06,71.67,32.56,0.33,0.45,0.004500,54.55,0.54545,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.55,0.5555000000,28.57,0.28571,,,,,
0,6/26/2016,2016,Streelow,1,ST1_TE6_710,1,TE6,TE6,1,8,GSR,710,710,,,710,440,,0,,,,,,,,,,,,2,,2,,,,,,,1,3,1,7,3,0,0,2,0,130,2,3,3,40,120,5,4,10,15,117,5,4,1,30,4.11,122.33,23.16,0.23,0.06,0.000600,17.65,0.17647,5.88,0.06,41.18,0.41,17.65,0.18,0.00,0.00,0.00,0.00,11.76,0.12,0.00,0.00,11.88,0.12,23.77,0.2376529412,17.65,0.17647,,,,,
0,6/20/2016,2016,Streelow,1,ST1_TE6_76,1,TE6,TE6,1,8,GSR,76,76,,,76,1074,,0,,,,,,,,,,,,0,,0,,,,,,,2,8,5,2,2,2,0,1,0,100,7,8,7,100,200,25,21,12,200,180,21,20,21,180,15.78,160.00,100.00,1.00,0.09,0.000900,36.36,0.36364,22.73,0.23,9.09,0.09,9.09,0.09,9.09,0.09,0.00,0.00,4.55,0.05,0.00,0.00,4.59,0.05,59.55,0.5954636364,18.18,0.18182,,,,,
0,6/26/2016,2016,Streelow,1,ST1_TE6_850,1,TE6,TE6,1,8,GSR_SSS,850,850,,,850,300,,0,0,17,0,17,0,17,1,16,100.00,98.50,,3,,3,0,1,1,18,15,16.5,5,0,1,3,2,0,0,5,0,50,4,1,1,5,80,2,3,2,30,63,4,2,1,25,2.22,64.33,31.09,0.31,0.31,0.003100,0.00,0.00000,6.25,0.06,18.75,0.19,12.50,0.13,0.00,0.00,0.00,0.00,31.25,0.31,0.00,0.00,31.56,0.32,6.57,0.0656562500,12.50,0.12500,,,,,"trib forks at 850, we took right fork"
0,6/20/2016,2016,Streelow,1,ST1_TE6_87,1,TE6,TE6,1,8,GSR,87,87,,,87,1063,,0,,,,,,,,,,,,0,,0,,,,,,,3,2,4,6,0,0,0,1,0,58,17,17,15,58,61,6,9,8,61,58,13,10,9,58,11.56,59.00,100.00,1.00,0.19,0.001900,12.50,0.12500,25.00,0.25,37.50,0.38,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.06,0.00,0.00,6.31,0.06,37.81,0.3781437500,0.00,0.00,,,,,
0,6/26/2016,2016,Streelow,1,ST1_TE6_886,1,TE6,TE6,1,8,GSR,886,886,,,886,264,,0,,,,,,,,,,,,2.5,,2.5,,,,,,,0,0,0,15,0,0,0,0,0,53,2,1,2,0,68,4,3,1,22,48,1,2,6,13,2.44,56.33,20.71,0.21,0.00,0.000000,0.00,0.00000,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,0.00,0.00,,,,,
0,6/28/2016,2016,Streelow,1,ST1_TE6_923,1,TE6,TE6,1,8,GSR,923,923,,,923,227,,0,,,,,,,,,,,,3,,3,,,,,,,0,0,0,8,2,0,0,0,0,40,2,2,4,20,35,4,3,3,12,33,2,3,1,6,2.67,36.00,35.19,0.35,0.00,0.000000,0.00,0.00000,0.00,0.00,80.00,0.80,20.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,20.00,0.20000,412969,4580184,,,
,,2016,Streelow,1,ST1_TE6_End,1,TE6,TE6,1,8,End,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413090,4580281,,,
,6/20/2016,2016,Streelow,1,ST1_TE6_SSS100,1,TE6,TE6,1,8,SSS,100,100,,,100,1050,,,0,17,0,17,1,16,0,17,100.00,98.50,NA,NA,,,13,20,33,13,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS1000,1,TE6,TE6,1,8,SSS,1000,1000,,,1000,150,,,0,17,1,16,1,16,1,16,100.00,95.50,NA,NA,,,0,1,1,15,29,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2016,2016,Streelow,1,ST1_TE6_SSS1050,1,TE6,TE6,1,8,SSS,1050,1050,,,1050,100,,,0,17,0,17,1,16,0,17,100.00,98.50,NA,NA,,,5,5,10,21,29,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS1100,1,TE6,TE6,1,8,SSS,1100,1100,,,1100,50,,,1,16,1,16,0,17,0,17,98.53,97.00,NA,NA,,,5,5,10,20,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27/2016,2016,Streelow,1,ST1_TE6_SSS1150,1,TE6,TE6,1,8,SSS,1150,1150,,,1150,0,,,1,16,0,17,1,16,1,16,98.53,95.50,NA,NA,,,15,15,30,28,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,6/20/2016,2016,Streelow,1,ST1_TE6_SSS150,1,TE6,TE6,1,8,SSS,150,150,,,150,1000,,,0,17,0,17,0,17,0,17,100.00,100.00,1,,,,10,10,20,10,17,13.5,0,4,5,4,0,0,0,2,0,50,8,4,2,20,128,9,24,20,60,,,,,,7.44,59.33,44.94,0.45,0.00,0.000000,26.67,0.26667,33.33,0.33,26.67,0.27,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.13,0.00,0.00,13.47,0.13,60.27,0.6026666667,0.00,0.00,,,,,belt 3 - subsurface
,6/21/2016,2016,Streelow,1,ST1_TE6_SSS300,1,TE6,TE6,1,8,SSS,300,300,,,300,850,,,1,16,4,13,0,17,5,12,98.53,85.00,NA,NA,,,0,12,12,15,14,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no water
,6/4/2016,2016,Streelow,1,ST1_TE6_SSS350,1,TE6,TE6,1,8,SSS,350,350,,,350,800,,,2,15,2,15,2,15,2,15,97.06,88.00,NA,NA,,,12,14,26,26,17,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
0,6/26/2016,2016,Streelow,1,ST1_TE6_SSS450,1,TE6,TE6,1,8,SSS,450,450,,,450,700,,,3,14,1,16,2,15,1,16,95.59,89.50,1.5,1,,1,0,1,1,19,16,17.5,0,0,3,8,0,0,0,0,0,35,4,3,3,10,37,3,6,4,8,52,4,4,3,7,3.78,41.33,20.16,0.20,0.00,0.000000,0.00,0.00000,27.27,0.27,72.73,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,0.2727272727,0.00,0.00,,,,,
,6/20/2016,2016,Streelow,1,ST1_TE6_SSS50,1,TE6,TE6,1,8,SSS,50,50,,,50,1100,,,0,17,0,17,0,17,0,17,100.00,100.00,NA,NA,,,17,15,32,19,8,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS500,1,TE6,TE6,1,8,SSS,500,500,,,500,650,,,0,17,0,17,0,17,1,16,100.00,98.50,,1,,1,12,0,12,17,26,21.5,0,2,3,5,0,0,0,0,0,46,4,7,4,10,65,3,2,2,65,,,,,,2.44,37.00,67.57,0.68,0.00,0.000000,20.00,0.20000,30.00,0.30,50.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.20,0.5020000000,0.00,0.00,,,,,DDITE 3X-in pocket of water; flag labled as SSS 450m; not enoug hwater for a stream gradieint
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS650,1,TE6,TE6,1,8,SSS,650,650,,,650,500,,,1,16,1,16,0,17,1,16,98.53,95.50,,,,,0,15,15,21,23,22,0,4,0,0,0,0,0,1,0,100,10,7,5,80,,,,,,,,,,,2.44,33.33,80.00,0.80,0.00,0.000000,80.00,0.80000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.20,0.00,0.00,20.20,0.20,80.80,0.8080000000,0.00,0.00,,,,,belt 2 & 3 covered by downed wood and debri
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS700,1,TE6,TE6,1,8,SSS,700,700,,,700,450,,,0,17,1,16,1,16,0,17,100.00,97.00,NA,NA,,,0,14,14,0,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface; flag is labeled as 650
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS750,1,TE6,TE6,1,8,SSS,750,750,,,750,400,,,1,16,0,17,0,17,1,16,98.53,97.00,NA,NA,,,0,10,10,19,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS800,1,TE6,TE6,1,8,SSS,800,800,,,800,350,,,1,16,1,16,1,16,0,17,98.53,95.50,NA,NA,,,0,1,1,17,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,6/26/2016,2016,Streelow,1,ST1_TE6_SSS900,1,TE6,TE6,1,8,SSS,900,900,,,900,250,,,0,17,2,15,0,17,1,16,100.00,95.50,NA,NA,,,0,1,1,24,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,,2016,Streelow,1,ST1_TE6_Start,1,TE6,TE6,1,8,Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412407,4579688,,,
0,7/14/2016,2016,Streelow,1,ST1_TNW1_100,1,TNW1,TNW1,4,5,GSR,100,100,100-103,,100,658,3,370,,,,,,,,,,,,1,,1,,,,,,,0,15,0,0,0,0,0,2,0,120,5,4,2,0,115,5,8,4,65,135,10,18,3,40,6.56,123.33,28.38,0.28,0.00,0.000000,88.24,0.88235,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.12,0.00,0.00,11.88,0.12,89.12,0.8911764706,0.00,0.00,,,,,fines mixed with sand
0,7/13/2016,2016,Streelow,1,ST1_TNW1_104,1,TNW1,TNW1,4,5,GSR,104,104,104-107,,104,654,3,273,,,,,,,,,,,,1,,1,,,,,,,0,13,0,0,0,0,0,0,0,90,6,6,5,30,103,10,10,9,40,80,8,8,6,0,7.56,91.00,25.64,0.26,0.00,0.000000,100.00,1.00000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,1.0100000000,0.00,0.00,,,,,
0,7/13/2016,2016,Streelow,1,ST1_TNW1_3,1,TNW1,TNW1,4,5,GSR_SSS,3,3,0-3,,3,755,3,225,0,17,0,17,0,17,0,17,100.00,100.00,3,0.5,,0.5,NA,NA,NA,NA,NA,,0,1,7,9,2,1,0,2,0,80,4,3,2,30,90,3,1,5,15,55,6,3,3,25,3.33,75.00,31.11,0.31,0.00,0.000000,4.55,0.04545,31.82,0.32,40.91,0.41,9.09,0.09,4.55,0.05,0.00,0.00,9.09,0.09,0.00,0.00,9.18,0.09,36.41,0.3640909091,13.64,0.13636,,,,,"at confluene, trib is parallele to mainstem, valley width and banks NA for this unit"
0,7/13/2016,2016,Streelow,1,ST1_TNW1_310,1,TNW1,TNW1,4,5,GSR,310,310,310-313,,310,448,3,200,,,,,,,,,,,,1,,1,,,,,,,0,16,0,0,0,0,0,2,0,65,1,1,1,20,35,1,1,2,0,100,1,1,1,,1.11,66.67,10.00,0.10,0.00,0.000000,88.89,0.88889,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.11,0.00,0.00,11.22,0.11,89.78,0.8977777778,0.00,0.00,,,,,
0,7/13/2016,2016,Streelow,1,ST1_TNW1_378,1,TNW1,TNW1,4,5,GSR,378,378,378-381,,378,380,3,158,,,,,,,,,,,,1,,1,,,,,,,4,0,0,11,0,0,0,0,0,44,3,2,2,44,52,2,2,3,52,62,2,3,62,62,9.00,52.67,100.00,1.00,0.27,0.002700,0.00,0.00000,0.00,0.00,73.33,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.0001012693,0.00,0.00,,,,,
0,7/13/2016,2016,Streelow,1,ST1_TNW1_44,1,TNW1,TNW1,4,5,GSR,44,44,44-47,,44,714,3,150,,,,,,,,,,,,0.5,,0.5,,,,,,,0,7,0,7,0,0,0,0,0,46,8,8,5,5,34,4,2,2,0,70,7,10,6,5,5.78,50.00,6.67,0.07,0.00,0.000000,50.00,0.50000,0.00,0.00,50.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.50,0.5050000000,0.00,0.00,,,,,
0,7/13/2016,2016,Streelow,1,ST1_TNW1_478,1,TNW1,TNW1,4,5,GSR,478,478,478-481,,478,280,3,134,,,,,,,,,,,,2,,2,,,,,,,0,0,0,6,3,1,0,2,0,36,3,2,3,10,55,3,4,4,0,43,6,6,6,12,4.11,44.67,16.42,0.16,0.00,0.000000,0.00,0.00000,0.00,0.00,50.00,0.50,25.00,0.25,8.33,0.08,0.00,0.00,16.67,0.17,0.00,0.00,16.83,0.17,0.00,0.0000000010,33.33,0.33333,,,,,
0,7/14/2016,2016,Streelow,1,ST1_TNW1_504,1,TNW1,TNW1,4,5,GSR,504,504,504-507,,504,254,3,169,,,,,,,,,,,,2,,2,,,,,,,1,3,6,5,0,0,0,1,0,80,3,2,2,0,42,2,4,2,0,47,7,6,3,0,3.44,56.33,0.00,0.00,0.06,0.000600,18.75,0.18750,37.50,0.38,31.25,0.31,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.06,0.00,0.00,6.31,0.06,56.50,0.5650062500,0.00,0.00,,,,,
0,7/14/2016,2016,Streelow,1,ST1_TNW1_508,1,TNW1,TNW1,4,5,GSR,508,508,508-510,,508,250,2,104,,,,,,,,,,,,1,,1,,,,,,,0,4,1,8,0,0,0,1,0,45,5,2,2,0,34,6,2,2,10,77,6,2,2,77,3.22,52.00,55.77,0.56,0.00,0.000000,28.57,0.28571,7.14,0.07,57.14,0.57,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.07,0.00,0.00,7.21,0.07,36.00,0.3600000000,0.00,0.00,,,,,
0,7/14/2016,2016,Streelow,1,ST1_TNW1_510,1,TNW1,TNW1,4,5,GSR,510,510,510-512,,510,248,2,145,,,,,,,,,,,,2,,2,,,,,,,0,4,1,10,3,0,0,1,0,80,4,2,2,40,95,2,3,3,95,42,6,4,4,42,3.33,72.33,81.57,0.82,0.00,0.000000,21.05,0.21053,5.26,0.05,52.63,0.53,15.79,0.16,0.00,0.00,0.00,0.00,5.26,0.05,0.00,0.00,5.32,0.05,26.53,0.2652631579,15.79,0.15789,,,,,
,,2016,Streelow,1,ST1_TNW1_End,1,TNW1,TNW1,4,5,,End,,,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411897,4578166,,,
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS100,1,TNW1,TNW1,4,5,SSS,100,100,,,100,658,,,0,17,0,17,0,17,0,17,100.00,100.00,,2,,2,4,3,7,25,30,27.5,0,3,19,6,0,0,0,3,2,90,5,7,7,25,96,5,8,9,15,90,9,5,9,20,7.11,92.00,21.74,0.22,0.00,0.000000,9.09,0.09091,57.58,0.58,18.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.09,6.06,0.06,15.24,0.15,66.76,0.6675757576,0.00,0.00,,,,,
,7/13/2016,2016,Streelow,1,ST1_TNW1_SSS150,1,TNW1,TNW1,4,5,SSS,150,150,,,150,608,,,0,17,0,17,0,17,2,15,100.00,97.00,3,2,,2,1,2,3,28,31,29.5,2,2,5,9,2,0,0,2,0,78,8,10,13,5,105,1,4,5,55,90,3,2,1,75,5.22,91.00,49.45,0.49,0.09,0.000900,9.09,0.09091,22.73,0.23,40.91,0.41,9.09,0.09,0.00,0.00,0.00,0.00,9.09,0.09,0.00,0.00,9.18,0.09,32.00,0.3200090909,9.09,0.09091,,,,,
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS200,1,TNW1,TNW1,4,5,SSS,200,200,,,200,558,,,4,13,1,16,2,15,2,15,94.12,86.50,NA,NA,,,3,3,6,30,32,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stream is running under wood and duff
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS250,1,TNW1,TNW1,4,5,SSS,250,250,,,250,508,,,0,17,1,16,0,17,1,16,100.00,97.00,NA,NA,,,1,10,11,13,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS300,1,TNW1,TNW1,4,5,SSS,300,300,,,300,458,,,4,13,1,16,3,14,2,15,94.12,85.00,NA,NA,,,1,2,3,10,26,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
